"","year","location","name","predicted.value","std.error","status"
"766","2018","ke","hy_412-srw",5.01019035553669,0.170429797253456,"Estimable"
"767","2018","ke","jdc78",4.99698028415304,0.198874786316219,"Estimable"
"768","2018","ke","keldin",4.66115592349357,0.162438675680343,"Estimable"
"769","2018","ke","laurel",4.66906556962668,0.22769057670959,"Estimable"
"770","2018","ke","lexington",4.54977609894032,0.268923377840614,"Estimable"
"771","2018","ke","marker",5.20827853324544,0.164263747039918,"Estimable"
"772","2018","ke","maxine",4.16624114018863,0.204417393506584,"Estimable"
"773","2018","ke","measure",4.73111505715278,0.22122682425408,"Estimable"
"774","2018","ke","ninja",4.55173181680187,0.259703334341089,"Estimable"
"775","2018","ke","oac_amber",3.09613962876972,0.189062282626362,"Estimable"
"776","2018","ke","oac_emmy",4.63049665573533,0.257722029388135,"Estimable"
"777","2018","ke","oac_flight",4.6990356143091,0.16758443601957,"Estimable"
"778","2018","ke","oac_snow",4.17518844214296,0.233741758346768,"Estimable"
"779","2018","ke","otf013-081",4.32492768840702,0.198309480624549,"Estimable"
"780","2018","ke","palmer",4.66358464735367,0.22769057670959,"Estimable"
"781","2018","ke","ph55",4.8910084206887,0.158006185860674,"Estimable"
"782","2018","ke","priesley",5.130462055452,0.145301251659674,"Estimable"
"783","2018","ke","princeton",4.75518854301662,0.143781705951505,"Estimable"
"784","2018","ke","r045",4.96805649158869,0.156186020916943,"Estimable"
"785","2018","ke","secord",5.12403756947083,0.153555924946226,"Estimable"
"786","2018","ke","stanford",4.15944030119764,0.183613820982755,"Estimable"
"787","2018","ke","superior",4.75884979714675,0.174454171318787,"Estimable"
"788","2018","ke","surge",4.89743397828116,0.228140121616989,"Estimable"
"789","2018","ke","tribute",4.55910076394306,0.295768446486682,"Estimable"
"790","2018","ke","ugrc_c2-5",4.99200912241025,0.242906217653746,"Estimable"
"791","2018","ke","ugrc_gl164",4.72883220656117,0.25669146955368,"Estimable"
"792","2018","ke","ugrc_ring",5.17845556618312,0.164391193833997,"Estimable"
"793","2018","ke","venture",4.39382523620509,0.177841862106764,"Estimable"
"794","2018","ke","vienna",4.48751687375989,0.204417393506584,"Estimable"
"795","2018","ke","warthog",4.42519167864654,0.198309480624549,"Estimable"
"796","2018","ke","warwick",4.5146417182335,0.295768446486682,"Estimable"
"797","2018","ke","wave",4.96857766178479,0.152246282241201,"Estimable"
"798","2018","ke","wb425",5.19138459286701,0.165324172270656,"Estimable"
"799","2018","ke","wentworth",4.66703186533765,0.15505350614021,"Estimable"
"800","2018","ke","whitebear",4.2717854507618,0.200855270037942,"Estimable"
"801","2018","ke","wisdom",4.6805629717276,0.295768446486682,"Estimable"
"802","2018","mc","25r34",7.76948291817874,0.185603150412397,"Estimable"
"803","2018","mc","25r39",7.42376671364419,0.180133943389634,"Estimable"
"804","2018","mc","25r40",7.80933617983063,0.17729219752453,"Estimable"
"805","2018","mc","25r46",6.96497950937051,0.211811814350584,"Estimable"
"806","2018","mc","25r47",7.23493785811066,0.179555577979663,"Estimable"
"807","2018","mc","25r51",7.04493128925403,0.188011719071368,"Estimable"
"808","2018","mc","25r56",7.33803781817326,0.188011719071368,"Estimable"
"809","2018","mc","25r61",7.45145926075266,0.259997368558233,"Estimable"
"810","2018","mc","25r74",7.8565881965765,0.259997368558233,"Estimable"
"811","2018","mc","25w31",7.18438183891818,0.215989212838503,"Estimable"
"812","2018","mc","25w36",7.15399188276554,0.214052169886044,"Estimable"
"813","2018","mc","25w41",7.22121620231689,0.238688229772188,"Estimable"
"814","2018","mc","25w43",7.05823468173078,0.186391720501114,"Estimable"
"815","2018","mc","ac_mackinnon",7.03693860312939,0.175528905289721,"Estimable"
"816","2018","mc","ac_morley",6.98914424244554,0.15054425948067,"Estimable"
